"Name","State","Tags","Runtime","Created","lm","pattern","avg_consistency_by_edge_out","avg_entropy","both_consistency","both_edges","consistency","consistent_subjects","group-unacc","knowledgable_consistency","lama_acc","lama_group_acc","lexical_consistency","lexical_edges","n_patterns","no_change_consistency","std_entropy","successful_patterns","successful_subjects","syntactic_consistency","syntactic_edges","total","total_both","total_lex","total_no","total_syn","unknowledgable_consistency"
"P136_consistency_probe_bert-base-cased","finished","P136, probe","276","2021-12-05T16:02:31.000Z","bert-base-cased","P136","0.5435697518256031","0.7458987317341556","0.4846930846930847","30","0.4846930846930847","0.06876456876456877","0.006984866123399301","0.5067137809187279","0.6135040745052387","0.06169965075669383","-1","0","6","-1","0.33365827855847385","1","0.6596736596736597","-1","0","25740","25740","0","0","0","0.4420091324200913"
"P131_consistency_probe_bert-base-cased","finished","P131, probe","134","2021-12-05T16:00:11.000Z","bert-base-cased","P131","0.545900219130612","0.25806451612903225","0.5664516129032258","4","0.5445161290322581","0.4154838709677419","0.19096774193548388","0.6398009950248756","0.3174193548387097","0.2245161290322581","0.5006451612903225","2","3","-1","0.4375696763306625","1","0.432258064516129","-1","0","4650","3100","1550","0","0","0.471969696969697"
"P136_consistency_probe_bert-base-uncased","finished","P136, probe","256","2021-12-05T15:59:20.000Z","bert-base-uncased","P136","0.5057380296229218","0.6558095644330726","0.486013986013986","30","0.486013986013986","0.09090909090909093","0.025611175785797437","0.5017605633802817","0.4935972060535506","0.06519208381839348","-1","0","6","-1","0.3775665037521253","1","0.662004662004662","-1","0","25740","25740","0","0","0","0.4551724137931034"
"P1303_consistency_probe_bert-base-cased","finished","P1303, probe","123","2021-12-05T15:58:03.000Z","bert-base-cased","P1303","0.28054851131774206","0.5565017653121141","0.16765285996055226","2","0.2784352399737015","0.03353057199211045","0.017543859649122806","0.26108374384236455","0.46588693957115007","0.01949317738791423","-1","0","4","-1","0.44870818795135026","1","0.8007889546351085","-1","0","6084","1014","0","0","0","0.3481848184818482"
"P131_consistency_probe_bert-base-uncased","finished","P131, probe","122","2021-12-05T15:57:13.000Z","bert-base-uncased","P131","1","0","1","4","1","1","0.40903225806451615","0","0","0","1","2","3","-1","0","0","0","-1","0","4650","3100","1550","0","0","1"
"P127_consistency_probe_bert-base-cased","finished","P127, probe","161","2021-12-05T15:55:17.000Z","bert-base-cased","P127","0.3267974938893307","0.3041109580310322","0.30735930735930733","6","0.3181818181818182","0.1525974025974026","0.011363636363636364","0.447463768115942","0.4837662337662338","0.14123376623376624","-1","0","4","-1","0.4321809239840004","1","0.5974025974025974","-1","0","7392","3696","0","0","0","0.12634408602150538"
"P1303_consistency_probe_bert-base-uncased","finished","P1303, probe","113","2021-12-05T15:55:16.000Z","bert-base-uncased","P1303","0.38764028242289106","0.508956862661364","0.28205128205128205","2","0.3780407626561473","0.126232741617357","0.05263157894736842","0.34325889164598844","0.38596491228070173","0.07407407407407407","-1","0","4","-1","0.45643825282865474","1","0.7948717948717948","-1","0","6084","1014","0","0","0","0.5128205128205128"
"P108_consistency_probe_bert-base-cased","finished","P108, probe","92","2021-12-05T15:53:41.000Z","bert-base-cased","P108","0.5538502737790852","0.4140971133404317","0.5650537634408602","10","0.5501792114695341","0.30913978494623656","0.246031746031746","0.4420289855072464","0.25132275132275134","0.06349206349206349","0.4758064516129033","2","4","-1","0.4569324181951088","1","0.30913978494623656","-1","0","4464","3720","744","0","0","0.5985732814526589"
"P127_consistency_probe_bert-base-uncased","finished","P127, probe","146","2021-12-05T15:52:46.000Z","bert-base-uncased","P127","0.44950265313291554","0.7666130400365603","0.4448051948051948","6","0.443452380952381","0.05032467532467533","0.0633116883116883","1","0","0","-1","0","4","-1","0.34100147777293277","1","0.0016233766233766237","-1","0","7392","3696","0","0","0","0.44254742547425474"
"P108_consistency_probe_bert-base-uncased","finished","P108, probe","80","2021-12-05T15:51:22.000Z","bert-base-uncased","P108","1","0","1","10","1","1","0.21957671957671956","0","0","0","1","2","4","-1","0","0","0","-1","0","4464","3720","744","0","0","1"
