"Name","State","Tags","Runtime","Created","lm","pattern","avg_consistency_by_edge_out","avg_entropy","both_consistency","both_edges","consistency","consistent_subjects","group-unacc","knowledgable_consistency","lama_acc","lama_group_acc","lexical_consistency","lexical_edges","n_patterns","no_change_consistency","std_entropy","successful_patterns","successful_subjects","syntactic_consistency","syntactic_edges","total","total_both","total_lex","total_no","total_syn","unknowledgable_consistency"
"P1412_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P1412, probe","386","2022-01-12T22:26:56.000Z","../Thesis_code/models/houlsby_original_cased","P1412","0.20620283331126704","0.4975361219350538","0.2822318526543879","12","0.19269462931434764","0.005417118093174431","0.0021645021645021645","0.2134589947089947","0.06277056277056277","0.003246753246753247","0.3976164680390033","4","8","-1","0.3945906131614607","1","0.23401950162513543","0.39544962080173346","2","51688","11076","3692","0","1846","0.18635077793493637"
"P140_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P140, probe","113","2022-01-12T22:24:59.000Z","../Thesis_code/models/houlsby_original_cased","P140","0.4042195813874616","0.4553844095106279","0.4718969555035129","4","0.3989071038251366","0.15690866510538642","0.14351851851851852","0.27092198581560284","0.08796296296296297","0.011574074074074072","-1","0","4","-1","0.45913249255702865","1","0.550351288056206","-1","0","5124","1708","0","0","0","0.5555555555555556"
"P138_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P138, probe","556","2022-01-12T22:15:38.000Z","../Thesis_code/models/houlsby_original_cased","P138","0.32860774143489035","0.6941926576248327","0.2301377118644068","118","0.30626174812030077","0.002232142857142857","0.0021691973969631237","0.2926315789473684","0.0021691973969631237","0","0.476521164021164","54","20","0.4494977678571429","0.3241084456290179","1","0.033482142857142856","-1","0","170240","52864","24192","7168","0","0.30673392488148776"
"P1376_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P1376, probe","147","2022-01-12T22:13:05.000Z","../Thesis_code/models/houlsby_original_cased","P1376","0.13190130131306588","0.34199435512534737","0.21510204081632653","28","0.1056828885400314","0","0","0.16737109044801352","0.027932960893854747","0","0.2236734693877551","14","14","-1","0.3395812784003645","1","0.14857142857142858","0.07142857142857142","4","31850","4900","2450","0","700","0.09491850431447749"
"P136_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P136, probe","279","2022-01-12T22:08:21.000Z","../Thesis_code/models/houlsby_original_cased","P136","0.1422064999954447","0.4117498217410262","0.13916083916083916","30","0.13916083916083916","0","0","0.13352326685660018","0.03958090803259604","0","-1","0","6","-1","0.40085784732887897","1","0.4090909090909091","-1","0","25740","25740","0","0","0","0.1430637738330046"
"P131_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P131, probe","130","2022-01-12T22:06:06.000Z","../Thesis_code/models/houlsby_original_cased","P131","0.15729281767955802","0.2313978494623656","0.17290322580645162","4","0.1556989247311828","0.04","0.04","0.1875","0.01032258064516129","0","0.12129032258064516","2","3","-1","0.4217260778355519","1","0.02064516129032258","-1","0","4650","3100","1550","0","0","0.15502854633289417"
"P1303_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P1303, probe","120","2022-01-12T22:04:02.000Z","../Thesis_code/models/houlsby_original_cased","P1303","0.5692829059432281","0.45461983106050663","0.29980276134122286","2","0.5447074293228139","0.2603550295857988","0.24171539961013644","0.3801369863013699","0.12475633528265108","0.017543859649122806","-1","0","4","-1","0.4591255886442569","1","0.2879684418145957","-1","0","6084","1014","0","0","0","0.6112650046168052"
"P127_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P127, probe","158","2022-01-12T22:01:19.000Z","../Thesis_code/models/houlsby_original_cased","P127","0.4212010762120894","0.4829997568728158","0.22835497835497837","6","0.3685064935064935","0.10064935064935066","0.10064935064935066","0.12745098039215683","0.006493506493506494","0","-1","0","4","-1","0.45852797018986624","1","0.05519480519480519","-1","0","7392","3696","0","0","0","0.3825887743413516"
"P108_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P108, probe","87","2022-01-12T21:59:47.000Z","../Thesis_code/models/houlsby_original_cased","P108","0.21660149885956337","0.4480394996798114","0.2161290322580645","10","0.1922043010752688","0.002688172043010753","0.002645502645502646","0.20555555555555555","0.03968253968253968","0","0.07258064516129033","2","4","-1","0.4590135213416842","1","0.08064516129032258","-1","0","4464","3720","744","0","0","0.19103313840155944"
"P106_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P106, probe","496","2022-01-12T21:51:26.000Z","../Thesis_code/models/houlsby_original_cased","P106","0.3302250505134052","0.7291390592476288","0.33520097442143726","14","0.3273447015834348","0","0","0.3032745164574143","0.04750304506699147","0","0.5408038976857491","6","11","-1","0.3310404124680794","1","0.51278928136419","-1","0","45976","8210","3284","0","0","0.35267857142857145"
"P103_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P103, probe","195","2022-01-12T21:48:06.000Z","../Thesis_code/models/houlsby_original_cased","P103","0.26209625160605554","0.5489268398010905","-1","0","0.23602033405954975","0.02178649237472767","0.01958650707290533","0.233502538071066","0.026115342763873776","0.002176278563656148","0.5784313725490197","4","4","-1","0.4502849705864336","1","0.2145969498910675","-1","0","11016","0","3672","0","0","0.236708275543227"
"P101_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P101, probe","389","2022-01-12T21:41:33.000Z","../Thesis_code/models/houlsby_original_cased","P101","0.3965946999346024","0.6503700013319731","0.2832444991116578","54","0.34345728072665344","0","0","0.3254228041462084","0.010507880910683012","0","0.515990159901599","18","13","-1","0.3677695395451554","1","0.08671586715867159","0.10608856088560886","4","84552","29268","9756","0","2168","0.34516964516964516"
"P1001_consistency_probe_../Thesis_code/models/houlsby_original_cased","failed","P1001, probe","65","2022-01-12T21:40:23.000Z","../Thesis_code/models/houlsby_original_cased","P1001","","","","","","","0.980421686746988","","0.01957831325301205","0.01957831325301205","","","","","","","","","","","","","","",""
